Aleatorio
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 1.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[100]*33, 285, 4950, 0.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 0.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[1000]*33, 2979, 499500, 1.0
[10000]*33, 29937, 49995000, 58.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 52.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 50.0
[10000]*33, 29937, 49995000, 50.0
[10000]*33, 29937, 49995000, 50.0
[10000]*33, 29937, 49995000, 52.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 50.0
[10000]*33, 29937, 49995000, 52.0
[10000]*33, 29937, 49995000, 52.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 51.0
[10000]*33, 29937, 49995000, 55.0
[10000]*33, 29937, 49995000, 55.0
[10000]*33, 29937, 49995000, 58.0
[10000]*33, 29937, 49995000, 61.0
[10000]*33, 29937, 49995000, 49.0
[10000]*33, 29937, 49995000, 48.0
[10000]*33, 29937, 49995000, 47.0
[10000]*33, 29937, 49995000, 48.0
[10000]*33, 29937, 49995000, 47.0
[10000]*33, 29937, 49995000, 47.0
[10000]*33, 29937, 49995000, 49.0
[10000]*33, 29937, 49995000, 48.0
[10000]*33, 29937, 49995000, 47.0
[10000]*33, 29937, 49995000, 48.0
[10000]*33, 29937, 49995000, 53.0
[10000]*33, 29937, 49995000, 47.0
[10000]*33, 29937, 49995000, 47.0
Crescente
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 1.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 1.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 1.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 1.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 1.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[100]*33, 0, 4950, 0.0
[1000]*33, 0, 499500, 1.0
[1000]*33, 0, 499500, 0.0
[1000]*33, 0, 499500, 0.0
[1000]*33, 0, 499500, 1.0
[1000]*33, 0, 499500, 1.0
[1000]*33, 0, 499500, 0.0
[1000]*33, 0, 499500, 13.0
[1000]*33, 0, 499500, 1.0
[1000]*33, 0, 499500, 0.0
[1000]*33, 0, 499500, 1.0
[1000]*33, 0, 499500, 1.0
